,mb,mun,year,budget,expenditure,income,transfers,area,population,income_percap,budget_percap,expenditure_percap,transfers_percap,pe_party_id,pe_party_abr,pe_party_full,party13_id,party13_abr,party13_full
301,80012,Ada,2012,615257.0,621660.0,555865.0,111373.0,227,16555.0,33.5768649955,37.1644216249,37.5511929931,6.72745394141,,,,,,
302,80012,Ada,2013,530641.0,444171.45,480361.0,108756.0,227,16555.0,29.0160676533,32.0532165509,26.8300483238,6.56937481124,,,,,,
303,80039,Alibunar,2011,464317.0,390551.0,415666.0,159911.0,602,19434.0,21.3885973037,23.8919934136,20.0962745703,8.22841411958,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
304,80039,Alibunar,2012,535002.0,423739.0,582863.0,208764.0,602,19434.0,29.9919213749,27.5291756715,21.8040032932,10.7422043841,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
305,80039,Alibunar,2013,679211.0,524880.0,560261.0,216439.0,602,19434.0,28.8289080992,34.9496243697,27.0083359061,11.1371308017,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
306,80047,Apatin,2011,827280.0,701813.06,796892.0,157572.0,380,28002.0,28.4583958289,29.5436040283,25.0629619313,5.62716948789,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
307,80047,Apatin,2012,1096553.35,975330.14,1039006.0,229484.0,380,28002.0,37.1047068067,39.1598225127,34.8307313763,8.1952717663,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
308,80047,Apatin,2013,1036710.62,902136.42,943484.0,228650.0,380,28002.0,33.6934504678,37.0227348047,32.2168566531,8.16548817942,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
309,80055,Bac,2011,,,313391.0,95571.0,367,13917.0,22.5185744054,,,6.86721276137,,,,,,
310,80055,Bac,2012,,,352951.0,123369.0,367,13917.0,25.3611410505,,,8.86462599698,,,,,,
311,80055,Bac,2013,,,407703.0,138818.0,367,13917.0,29.2953222677,,,9.97470719264,,,,,,
312,80063,Backa Palanka,2011,1193795.91,1051442.13,1041523.0,226523.0,590,54161.0,19.2301286904,22.0416149997,19.4132702498,4.18240062037,17.0,SRS,Srpska Radikalna stranka,1.0,SNS,Srpska Napredna Stranka
313,80063,Backa Palanka,2012,1444063.59,1302243.16,1352451.0,282644.0,590,54161.0,24.9709384982,26.6624248075,24.0439275493,5.21858902162,17.0,SRS,Srpska Radikalna stranka,1.0,SNS,Srpska Napredna Stranka
314,80063,Backa Palanka,2013,1619290.47,1533018.9,1540957.0,283953.0,590,54161.0,28.4514133786,29.8977210539,28.3048485072,5.24275770388,17.0,SRS,Srpska Radikalna stranka,1.0,SNS,Srpska Napredna Stranka
315,80071,Backa Topola,2011,863500.0,802084.16,816238.0,147615.0,596,32305.0,25.2666150751,26.7296084197,24.8284835165,4.56941649899,6.0,SVM,Savez vojvodjanskih madjara,6.0,SVM,Savez vojvodjanskih madjara
316,80071,Backa Topola,2012,951957.55,847440.4,1017735.0,192438.0,596,32305.0,31.5039467575,29.4678083888,26.2324841356,5.95691069494,6.0,SVM,Savez vojvodjanskih madjara,6.0,SVM,Savez vojvodjanskih madjara
317,80071,Backa Topola,2013,1069141.39,979221.12,1013957.0,189923.0,596,32305.0,31.3869989166,33.095229531,30.3117511221,5.8790589692,6.0,SVM,Savez vojvodjanskih madjara,6.0,SVM,Savez vojvodjanskih madjara
318,80080,Backi Petrovac,2011,447900.0,413346.0,399346.0,93057.0,158,13122.0,30.4333180918,34.1335162323,31.5002286237,7.09167809785,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
319,80080,Backi Petrovac,2012,508036.0,485009.0,527633.0,198272.0,158,13122.0,40.2098003353,38.7163542143,36.961515013,15.1098917848,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
320,80080,Backi Petrovac,2013,657708.0,486480.0,489781.0,178834.0,158,13122.0,37.3251790886,50.1225422954,37.0736168267,13.6285627191,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
321,80098,Bela Crkva,2011,379164.0,338272.0,343507.0,153410.0,353,16844.0,20.3934338637,22.5103300879,20.0826407029,9.10769413441,,,,,,
322,80098,Bela Crkva,2012,441554.0,381723.0,436734.0,205183.0,353,16844.0,25.9281643315,26.214319639,22.6622536215,12.1813702209,,,,,,
323,80098,Bela Crkva,2013,495000.0,407000.0,442650.0,217172.0,353,16844.0,26.2793873189,29.3873189266,24.162906673,12.8931370221,,,,,,
324,80101, Beocin,2011,436397.0,388611.0,461079.0,96681.0,184,15428.0,29.8858568836,28.2860383718,25.1886829142,6.26659320716,,,,,,
325,80101, Beocin,2012,546871.0,481799.0,533666.0,102168.0,184,15428.0,34.5907441016,35.4466554317,31.2288695878,6.62224526834,,,,,,
326,80101, Beocin,2013,498722.0,430339.0,456524.0,100659.0,184,15428.0,29.5906144672,32.3257713249,27.8933756806,6.52443609023,,,,,,
327,80110,Becej,2011,786166.0,662313.0,828521.0,207557.0,486,36399.0,22.762191269,21.5985604,18.1959119756,5.70227204044,6.0,SVM,Savez vojvodjanskih madjara,1.0,SNS,Srpska Napredna Stranka
328,80110,Becej,2012,1072066.0,878943.0,1014297.0,219669.0,486,36399.0,27.8660677491,29.4531717904,24.1474491057,6.03502843485,6.0,SVM,Savez vojvodjanskih madjara,1.0,SNS,Srpska Napredna Stranka
329,80110,Becej,2013,1110087.0,934743.0,1108923.0,226674.0,486,36399.0,30.4657545537,30.4977334542,25.6804582543,6.22747877689,6.0,SVM,Savez vojvodjanskih madjara,1.0,SNS,Srpska Napredna Stranka
330,80128,Vrsac,2011,,,1602102.0,208329.0,800,50964.0,31.4359547916,,,4.08776783612,,,,,,
331,80128,Vrsac,2012,,,1961956.0,202767.0,800,50964.0,38.4968997724,,,3.97863197551,,,,,,
332,80128,Vrsac,2013,,,2023720.0,246666.0,800,50964.0,39.7088140648,,,4.84000470921,,,,,,
333,80136,zabalj,2011,583907.0,402901.0,425513.0,163148.0,400,25728.0,16.5389070274,22.6953902363,15.6600202114,6.34126243781,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
334,80136,zabalj,2012,752289.0,585165.0,636459.0,229160.0,400,25728.0,24.7379897388,29.2400886194,22.7442863806,8.90702736318,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
335,80136,zabalj,2013,806302.0,590619.0,628082.0,223253.0,400,25728.0,24.4123911692,31.3394745025,22.9562733209,8.67743314677,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
336,80144,zitiste,2011,546337.51,475201.82,521470.0,271830.0,525,16050.0,32.4903426791,34.0397202492,29.6075900312,16.9364485981,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
337,80144,zitiste,2012,737010.62,519272.02,680948.0,303683.0,525,16050.0,42.4266666667,45.9196647975,32.3533968847,18.92105919,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
338,80144,zitiste,2013,888634.3,593624.28,637800.0,270602.0,525,16050.0,39.738317757,55.366623053,36.9859364486,16.8599376947,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
339,80152,Zrenjanin,2011,3638400.0,3101783.43,3554649.0,467504.0,1327,120709.0,29.4480858925,30.1419115393,25.6963725157,3.87298378746,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
340,80152,Zrenjanin,2012,4201229.01,3624689.72,4161359.0,458581.0,1327,120709.0,34.4743059755,34.8046045448,30.0283302819,3.79906220746,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
341,80152,Zrenjanin,2013,4511082.77,3534559.61,3708627.0,386809.0,1327,120709.0,30.7236991442,37.3715528254,29.2816576229,3.20447522554,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
342,80179,Indjija,2011,,,1374329.0,266512.0,385,46871.0,29.3215207698,,,5.68607454503,,,,2.0,DS,Demokratska Stranka
343,80179,Indjija,2012,,,1558136.0,309960.0,385,46871.0,33.2430714088,,,6.61304431311,,,,2.0,DS,Demokratska Stranka
344,80179,Indjija,2013,,,1441367.0,215447.0,385,46871.0,30.7517868191,,,4.59659490943,,,,2.0,DS,Demokratska Stranka
345,80187,Irig,2011,,,312919.0,97218.0,230,10507.0,29.7819548872,,,9.25268868373,,,,,,
346,80187,Irig,2012,,,464441.0,204931.0,230,10507.0,44.2030075188,,,19.5042352717,,,,,,
347,80187,Irig,2013,,,420361.0,146770.0,230,10507.0,40.0077091463,,,13.9687827163,,,,,,
348,80195,Kanjiza,2011,1000000.0,838017.0,969024.0,145583.0,399,24627.0,39.3480326471,40.6058391197,34.0283834815,5.91151987656,6.0,SVM,Savez vojvodjanskih madjara,6.0,SVM,Savez vojvodjanskih madjara
349,80195,Kanjiza,2012,1230000.0,1019405.0,1155621.0,135115.0,399,24627.0,46.9249604093,49.9451821172,41.3937954278,5.48645795265,6.0,SVM,Savez vojvodjanskih madjara,6.0,SVM,Savez vojvodjanskih madjara
350,80195,Kanjiza,2013,1200000.0,968250.0,1023558.0,127769.0,399,24627.0,41.5624314776,48.7270069436,39.3166037276,5.18816745848,6.0,SVM,Savez vojvodjanskih madjara,6.0,SVM,Savez vojvodjanskih madjara
351,80209,Kikinda,2011,1889107.99,1756422.46,1741563.0,269356.0,783,57424.0,30.3281380607,32.8975339579,30.5869054751,4.6906519922,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
352,80209,Kikinda,2012,2275857.77,2111593.94,2140677.0,288431.0,783,57424.0,37.2784375871,39.6325189816,36.7719758289,5.02283017554,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
353,80209,Kikinda,2013,2207595.25,1980412.92,1945792.0,291692.0,783,57424.0,33.8846475341,38.4437735093,34.487547367,5.07961827807,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
354,80217,Kovacica,2011,531177.0,475580.0,518283.0,186089.0,419,24650.0,21.0256795132,21.5487626775,19.293306288,7.5492494929,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
355,80217,Kovacica,2012,645000.0,615012.0,763366.0,253308.0,419,24650.0,30.9681947262,26.1663286004,24.9497768763,10.2761866126,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
356,80217,Kovacica,2013,639128.0,560194.0,641715.0,264967.0,419,24650.0,26.0330628803,25.9281135903,22.7259229209,10.749168357,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
357,80225,Kovin,2011,776441.92,612910.48,734407.0,194150.0,730,32808.0,22.3849975616,23.666237503,18.6817386003,5.91776396001,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
358,80225,Kovin,2012,1067596.67,852671.9,930740.0,232982.0,730,32808.0,28.3693001707,32.540742197,25.9897555474,7.10137771275,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
359,80225,Kovin,2013,1127049.03,728447.63,916935.0,269832.0,730,32808.0,27.948518654,34.3528721653,22.2033537552,8.22457937089,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
360,80233,Kula,2011,1161985.0,989999.79,1039919.0,217525.0,481,41587.0,25.0058672181,27.9410633131,23.8055110972,5.23060090894,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
361,80233,Kula,2012,1429826.0,1209518.63,1109462.0,246819.0,481,41587.0,26.6780965205,34.3815615457,29.0840558348,5.93500372713,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
362,80233,Kula,2013,1454711.01,1179680.48,1158512.0,252770.0,481,41587.0,27.8575516387,34.9799458966,28.3665683988,6.07810132974,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
363,80241,Mali Idjos,2011,,,237581.0,81196.0,181,11705.0,20.297394276,,,6.93686458778,,,,,,
364,80241,Mali Idjos,2012,,,317075.0,117828.0,181,11705.0,27.0888509184,,,10.0664673217,,,,,,
365,80241,Mali Idjos,2013,,,326584.0,115362.0,181,11705.0,27.9012387868,,,9.85578812473,,,,,,
366,80250,Nova Crnja,2011,,,232175.0,113487.0,273,9836.0,23.6046156974,,,11.5379219195,,,,,,
367,80250,Nova Crnja,2012,,,331229.0,152465.0,273,9836.0,33.6751728345,,,15.5007116714,,,,,,
368,80250,Nova Crnja,2013,,,322060.0,147284.0,273,9836.0,32.7429849532,,,14.9739731598,,,,,,
369,80268,Novi Becej,2011,,,496752.0,155028.0,609,23320.0,21.3015437393,,,6.64785591767,,,,,,
370,80268,Novi Becej,2012,,,631815.0,173420.0,609,23320.0,27.0932675815,,,7.43653516295,,,,,,
371,80268,Novi Becej,2013,,,626144.0,183470.0,609,23320.0,26.8500857633,,,7.86749571184,,,,,,
372,80276,Novi Knezevac,2011,,,273899.0,94896.0,305,10895.0,25.1398806792,,,8.71005048187,,,,,,
373,80276,Novi Knezevac,2012,,,403302.0,154612.0,305,10895.0,37.0171638366,,,14.1910968334,,,,,,
374,80276,Novi Knezevac,2013,,,340165.0,139603.0,305,10895.0,31.2221202386,,,12.8134924277,,,,,,
375,80292,Opovo,2011,159020.0,177484.0,180773.0,81249.0,203,10159.0,17.7943695246,15.6531154641,17.4706171867,7.99773599764,39.0,GGMS,Grupa Gradjana Milorad Soldatovic,39.0,GGMS,Grupa Gradjana Milorad Soldatovic
376,80292,Opovo,2012,211201.0,247445.0,247953.0,104733.0,203,10159.0,24.4072251206,20.7895462152,24.3572201988,10.3093808446,39.0,GGMS,Grupa Gradjana Milorad Soldatovic,39.0,GGMS,Grupa Gradjana Milorad Soldatovic
377,80292,Opovo,2013,223305.0,225377.0,254619.0,109636.0,203,10159.0,25.0633920661,21.9810020671,22.1849591495,10.7920070873,39.0,GGMS,Grupa Gradjana Milorad Soldatovic,39.0,GGMS,Grupa Gradjana Milorad Soldatovic
378,80306,Odzaci,2011,702287.2,573660.65,512590.0,183354.0,411,28894.0,17.7403613207,24.3056413096,19.8539714128,6.34574652177,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
379,80306,Odzaci,2012,892089.81,767661.14,803225.0,314354.0,411,28894.0,27.7990240188,30.8745694608,26.5681850903,10.8795597702,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
380,80306,Odzaci,2013,978404.33,768849.6,971057.0,310355.0,411,28894.0,33.6075655846,33.8618512494,26.6093168132,10.7411573337,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
381,80314,Pancevo,2011,5120429.35,3638347.86,3911983.0,415501.0,756,122013.0,32.0620179817,41.9662605624,29.8193459713,3.40538303296,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
382,80314,Pancevo,2012,5322028.01,4429680.05,4805749.0,388918.0,756,122013.0,39.3871882504,43.6185325334,36.304984305,3.18751280601,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
383,80314,Pancevo,2013,5355567.84,4227179.55,4717263.0,364134.0,756,122013.0,38.6619704458,43.8934198815,34.6453209904,2.98438690959,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
384,80322,Pecinci,2011,1388231.0,435790.1,479111.0,106593.0,489,19585.0,24.4631605821,70.8823589482,22.2512177687,5.44258360991,,,,,,
385,80322,Pecinci,2012,716249.66,571134.6,737418.0,257221.0,489,19585.0,37.652182793,36.5713382691,29.1618381414,13.1335716109,,,,,,
386,80322,Pecinci,2013,1237685.14,791905.75,954836.0,125507.0,489,19585.0,48.7534337503,63.1955649732,40.4342992086,6.40832269594,,,,,,
387,80349,Plandiste,2011,,,311157.0,150421.0,383,10867.0,28.6332014355,,,13.8419987117,,,,,,
388,80349,Plandiste,2012,,,398249.0,189904.0,383,10867.0,36.6475568234,,,17.475292169,,,,,,
389,80349,Plandiste,2013,,,413254.0,206294.0,383,10867.0,38.0283426889,,,18.9835281126,,,,,,
390,80357,Ruma,2011,1485346.11,1128895.79,1117918.0,251410.0,582,52979.0,21.1011532872,28.0365071066,21.3083635025,4.74546518432,,,,,,
391,80357,Ruma,2012,1832773.48,1400498.52,1395587.0,279018.0,582,52979.0,26.342267691,34.594338889,26.4349746126,5.26657732309,,,,,,
392,80357,Ruma,2013,1853803.58,1492319.76,1493111.0,305699.0,582,52979.0,28.1830725382,34.9912905113,28.1681375639,5.77019196285,,,,,,
393,80365,Senta,2011,760062.0,525425.0,545601.0,116873.0,293,22705.0,24.0299933935,33.4755340233,23.141378551,5.14745650738,2.0,DS,Demokratska Stranka,6.0,SVM,Savez vojvodjanskih madjara
394,80365,Senta,2012,863312.0,665510.0,722548.0,121068.0,293,22705.0,31.8232988329,38.0229905307,29.3111649416,5.33221757322,2.0,DS,Demokratska Stranka,6.0,SVM,Savez vojvodjanskih madjara
395,80365,Senta,2013,903940.21,643899.47,652840.0,115209.0,293,22705.0,28.7531380753,39.8123853777,28.3593688615,5.07416868531,2.0,DS,Demokratska Stranka,6.0,SVM,Savez vojvodjanskih madjara
396,80373,Secanj,2011,337076.0,319512.0,319041.0,142854.0,523,12640.0,25.240585443,26.6674050633,25.2778481013,11.3017405063,33.0,GGZROS,"Grupa Gradjana ""Za razvoj opstine Secanj""",2.0,DS,Demokratska Stranka
397,80373,Secanj,2012,465385.0,449774.0,457873.0,167321.0,523,12640.0,36.2241297468,36.8184335443,35.5833860759,13.2374208861,33.0,GGZROS,"Grupa Gradjana ""Za razvoj opstine Secanj""",2.0,DS,Demokratska Stranka
398,80373,Secanj,2013,783312.0,762771.0,426102.0,155067.0,523,12640.0,33.7106012658,61.9708860759,60.345806962,12.2679588608,33.0,GGZROS,"Grupa Gradjana ""Za razvoj opstine Secanj""",2.0,DS,Demokratska Stranka
399,80381, Sombor,2011,2124894.56,1825858.49,2080983.0,370174.0,1216,83297.0,24.9826884522,25.5098570177,21.9198589385,4.44402559516,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
400,80381, Sombor,2012,2442203.05,2179494.49,2386468.0,513674.0,1216,83297.0,28.6501074468,29.3192197798,26.1653419691,6.16677671465,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
401,80381, Sombor,2013,2664217.61,2189241.39,2154294.0,431293.0,1216,83297.0,25.8628041826,31.9845565867,26.2823557871,5.17777350925,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
402,80390,Srbobran,2011,,,373481.0,71461.0,284,15939.0,23.4318966058,,,4.48340548341,,,,,,
403,80390,Srbobran,2012,,,550073.0,128203.0,284,15939.0,34.5111362068,,,8.04335278248,,,,,,
404,80390,Srbobran,2013,,,563378.0,139740.0,284,15939.0,35.345881172,,,8.76717485413,,,,,,
405,80403,Sremska Mitrovica,2011,2042603.0,1608832.0,1620335.0,294946.0,762,78186.0,20.7241066176,26.1249200624,20.5769830916,3.77236333871,7.0,DSS,Demokratska stranke Srbije,28.0,GGVM,Grupa Gradjana Vredna Mitrovica
406,80403,Sremska Mitrovica,2012,2262741.0,1984273.0,2049935.0,320158.0,762,78186.0,26.2186964418,28.9404880669,25.3788785716,4.09482516051,7.0,DSS,Demokratska stranke Srbije,28.0,GGVM,Grupa Gradjana Vredna Mitrovica
407,80403,Sremska Mitrovica,2013,2428148.0,2202165.0,2122187.0,372883.0,762,78186.0,27.1428005014,31.0560458394,28.1657202057,4.76917862533,7.0,DSS,Demokratska stranke Srbije,28.0,GGVM,Grupa Gradjana Vredna Mitrovica
408,80411,Sremski Karlovci,2011,248000.0,198818.0,249180.0,38155.0,51,8588.0,29.0149045179,28.8775034932,23.150675361,4.44282720075,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
409,80411,Sremski Karlovci,2012,300000.0,262591.0,250202.0,53289.0,51,8588.0,29.1339077783,34.9324639031,30.5765020959,6.20505356311,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
410,80411,Sremski Karlovci,2013,290000.0,238245.0,272537.0,81134.0,51,8588.0,31.7346297159,33.7680484397,27.7416162087,9.44736842105,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
411,80420,Stara Pazova,2011,1966866.0,1346037.03,1576369.0,183787.0,350,65389.0,24.1075563168,30.0794629066,20.5850682837,2.81067151967,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
412,80420,Stara Pazova,2012,2432006.0,1818907.23,2288702.0,249655.0,350,65389.0,35.001330499,37.1928917708,27.8167158085,3.8179969108,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
413,80420,Stara Pazova,2013,3239024.0,1795832.39,1903983.0,242087.0,350,65389.0,29.1177873954,49.5346923795,27.4638301549,3.7022587897,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
414,80438,Subotica,2011,5883554.0,3840253.0,3938792.0,648738.0,1007,139612.0,28.2124172707,42.1421797553,27.5066111796,4.64672091224,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
415,80438,Subotica,2012,5746628.0,4720766.0,4661492.0,547982.0,1007,139612.0,33.3889063977,41.1614187892,33.8134687563,3.92503509727,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
416,80438,Subotica,2013,5509977.0,4362350.0,4340112.0,524573.0,1007,139612.0,31.0869552761,39.4663567602,31.2462395783,3.7573632639,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
417,80446,Temerin,2011,609585.0,509150.0,571682.0,134913.0,170,28098.0,20.3460032743,21.6949604954,18.1205067976,4.80151612214,40.0,DSVM,Demokratski Savez Vojvodjanskih Madjara,6.0,SVM,Savez vojvodjanskih madjara
418,80446,Temerin,2012,691326.0,640527.0,749688.0,143401.0,170,28098.0,26.6811872731,24.6040999359,22.7961776639,5.10360167983,40.0,DSVM,Demokratski Savez Vojvodjanskih Madjara,6.0,SVM,Savez vojvodjanskih madjara
419,80446,Temerin,2013,818156.0,643657.0,730253.0,170589.0,170,28098.0,25.9895010321,29.1179443377,22.9075734928,6.0712150331,40.0,DSVM,Demokratski Savez Vojvodjanskih Madjara,6.0,SVM,Savez vojvodjanskih madjara
420,80454,Titel,2011,260508.0,235220.0,262412.0,99285.0,261,15429.0,17.0077127487,16.8843087692,15.2453172597,6.43496014,,,,,,
421,80454,Titel,2012,411717.0,333234.04,385922.0,154741.0,261,15429.0,25.0127681638,26.6846198717,21.5979026509,10.0292306695,,,,,,
422,80454,Titel,2013,733076.43,328736.25,368990.0,148261.0,261,15429.0,23.9153542031,47.512893253,21.3063873226,9.60924233586,,,,,,
423,80462,Vrbas,2011,1006644.0,989096.0,1144371.0,189760.0,376,41029.0,27.8917594872,24.5349387019,24.1072412196,4.62502132638,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
424,80462,Vrbas,2012,1461709.0,1271287.0,1234434.0,242095.0,376,41029.0,30.0868653879,35.6262399766,30.9850837213,5.90058251481,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
425,80462,Vrbas,2013,3106191.0,2820513.0,1312326.0,247185.0,376,41029.0,31.9853274513,75.7072070974,68.7443759292,6.02464110751,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
426,80489,coka,2011,208692.0,147754.0,326639.0,143110.0,321,10938.0,29.8627719876,19.0795392211,13.5083196197,13.0837447431,2.0,DS,Demokratska Stranka,6.0,SVM,Savez vojvodjanskih madjara
427,80489,coka,2012,230735.0,148400.0,413386.0,191358.0,321,10938.0,37.7935637228,21.0948070945,13.5673797769,17.4947888097,2.0,DS,Demokratska Stranka,6.0,SVM,Savez vojvodjanskih madjara
428,80489,coka,2013,253541.0,149802.0,392015.0,185610.0,321,10938.0,35.8397330408,23.1798317791,13.6955567745,16.9692814043,2.0,DS,Demokratska Stranka,6.0,SVM,Savez vojvodjanskih madjara
429,80497,sid,2011,779935.0,678513.0,719563.0,182186.0,687,33200.0,21.6735843373,23.4920180723,20.4371385542,5.48753012048,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
430,80497,sid,2012,974673.0,908218.0,912915.0,273664.0,687,33200.0,27.497439759,29.3576204819,27.3559638554,8.24289156627,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
431,80497,sid,2013,980062.0,911693.0,908210.0,239118.0,687,33200.0,27.3557228916,29.519939759,27.4606325301,7.20234939759,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
432,89010,Novi Sad-grad ,2011,20429840.55,14429823.42,15543168.0,1481740.0,699,348540.0,44.5950766053,58.6154833018,41.4007672577,4.25127675446,,,,,,
433,89010,Novi Sad-grad ,2012,23518674.66,16093246.75,18558484.0,944216.0,699,348540.0,53.2463533597,67.4776916853,46.1733136799,2.70906065301,,,,,,
434,89010,Novi Sad-grad ,2013,24261106.04,15977129.84,16762528.0,990873.0,699,348540.0,48.0935559764,69.6078098353,45.8401613588,2.84292477191,,,,,,
435,70033,Arandjelovac,2014,1502922.0,981927.0,,,376,45125.0,,33.3057506925,21.7601551247,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
436,70033,Arandjelovac,2015,1582664.0,0.0,,,376,45125.0,,35.0728864266,0.0,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
437,70050,Babusnica,2014,424674.0,339584.0,,,529,11478.0,,36.9989545217,29.5856420979,,3.0,SPS,Socijalisticka Partija Srbije,1.0,SNS,Srpska Napredna Stranka
438,70050,Babusnica,2015,435646.0,0.0,,,529,11478.0,,37.9548701864,0.0,,3.0,SPS,Socijalisticka Partija Srbije,1.0,SNS,Srpska Napredna Stranka
439,70068,Bajina Basta,2014,1008192.0,795777.93,,,673,25205.0,,39.9996826027,31.5722249554,,17.0,SRS,Srpska Radikalna stranka,17.0,SRS,Srpska Radikalna stranka
440,70068,Bajina Basta,2015,839786.01,0.0,,,673,25205.0,,33.3182309066,0.0,,17.0,SRS,Srpska Radikalna stranka,17.0,SRS,Srpska Radikalna stranka
441,70114,Beograd-Vracar,2011,653655.0,586171.0,,,3,56922.0,,11.4833456309,10.2977934718,,,,,,,
442,70114,Beograd-Vracar,2012,627832.0,465884.0,,,3,56922.0,,11.0296897509,8.1846034925,,,,,,,
443,70114,Beograd-Vracar,2013,624480.0,533727.0,,,3,56922.0,,10.9708021503,9.37646252767,,,,,,,
444,70114,Beograd-Vracar,2014,444398.0,409895.0,,,3,56922.0,,7.80713959453,7.20099434314,,,,,,,
445,70114,Beograd-Vracar,2015,463950.0,0.0,,,3,56922.0,,8.15062717403,0.0,,,,,,,
446,70149,Beograd-Zvezdara,2011,759947.0,686333.0,,,31,156872.0,,4.8443763068,4.37511474323,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
447,70149,Beograd-Zvezdara,2012,663144.0,647878.0,,,31,156872.0,,4.22729358968,4.12997858126,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
448,70149,Beograd-Zvezdara,2013,661048.0,636235.0,,,31,156872.0,,4.21393237799,4.05575883523,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
449,70149,Beograd-Zvezdara,2014,506323.0,480600.0,,,31,156872.0,,3.2276186955,3.06364424499,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
450,70149,Beograd-Zvezdara,2015,574976.0,0.0,,,31,156872.0,,3.66525574991,0.0,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
451,70157,Beograd-Zemun,2011,770580.0,708861.0,,,150,170793.0,,4.51177741477,4.15041014561,,1.0,SNS,Srpska Napredna Stranka,1.0,SNS,Srpska Napredna Stranka
